host,soa,ns,status_code,a,aaaa,cdn,cdn-name,mx,txt,caa,has_internal_ips,internal_ips,cname
klik.zip,"dean.ns.cloudflare.com, dns.cloudflare.com","dean.ns.cloudflare.com, elsa.ns.cloudflare.com",NOERROR,"188.114.97.4, 188.114.96.4","2a06:98c1:3120::4, 2a06:98c1:3121::4",True,cloudflare,,,,,,
klixtalentbouwers.zip,"ns1.esselink.nu, info.esselink.nu","ns1.esselink.nu, ns2.esselink.nu, ns3.esselink.online",NOERROR,185.10.159.69,,,,mail.klixtalentbouwers.zip,v=spf1 +a +mx +ip4:185.10.159.69 include:spf.esselink.nu ~all,,,,
knowhow.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",NOERROR,192.64.119.27,,,,"alt.aspmx.daum.net, aspmx.daum.net",,,,,
komplett.zip,"ns.inwx.de, hostmaster.inwx.de","ns3.inwx.eu, ns.inwx.de, ns2.inwx.de",NOERROR,185.183.158.117,2a03:4000:1d:664::1,,,,,,,,
kontoauszug.zip,"ns1.variomedia.de, support.variomedia.de","ns2.variomedia.de, ns1.variomedia.de",NOERROR,81.28.232.32,,,,mail.variomedia.de,v=spf1 include:spf.variomedia.de ?all,,,,
kori.zip,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d2.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com",NOERROR,,,,,"mailsec.protonmail.ch, mail.protonmail.ch","protonmail-verification=8315db616c3aa4318afa94289e3a39019937c94e, v=spf1 include:_spf.protonmail.ch mx ~all",,,,
kormoran.zip,"dns1.cscdns.net, hostmaster.cscdns.net","dns2.cscdns.net, dns1.cscdns.net",NOERROR,,,,,,v=spf1 -all,,,,
kpr.zip,"ns73.domaincontrol.com, dns.jomax.net","ns74.domaincontrol.com, ns73.domaincontrol.com",NOERROR,34.102.136.180,,True,google,,,,,,
krom.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com",NOERROR,"216.239.32.107, 216.239.34.107, 216.239.36.107, 216.239.38.107","2001:4860:4802:32::6b, 2001:4860:4802:34::6b, 2001:4860:4802:36::6b, 2001:4860:4802:38::6b",,,,,,,,
ksgr.zip,"ns09.domaincontrol.com, dns.jomax.net","ns10.domaincontrol.com, ns09.domaincontrol.com",NOERROR,"34.102.136.180, 97.74.104.5, 173.201.72.5","2603:5:2180::5, 2603:5:2280::5",True,google,,,,,,
kuai.zip,"jobs.ns.cloudflare.com, dns.cloudflare.com","jobs.ns.cloudflare.com, stephane.ns.cloudflare.com",NOERROR,"188.114.96.3, 188.114.97.3","2a06:98c1:3121::3, 2a06:98c1:3120::3",True,cloudflare,"mx1.qiye.aliyun.com, mx2.qiye.aliyun.com, mx3.qiye.aliyun.com",v=spf1 include:spf.qiye.aliyun.com -all,,,,
kualalumpur.zip,"ns61.domaincontrol.com, dns.jomax.net","ns61.domaincontrol.com, ns62.domaincontrol.com",NOERROR,,,,,,,,,,
kube.zip,"curitiba.ns.porkbun.com, dns.cloudflare.com","curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com, salvador.ns.porkbun.com",NOERROR,"44.227.65.245, 44.227.76.166",,,,,,,,,
kubet.zip,"emma.ns.cloudflare.com, dns.cloudflare.com","leland.ns.cloudflare.com, emma.ns.cloudflare.com",NOERROR,"172.67.145.234, 104.21.95.160","2606:4700:3031::ac43:91ea, 2606:4700:3031::6815:5fa0",True,cloudflare,"spool.mail.gandi.net, fb.mail.gandi.net",v=spf1 include:_mailcust.gandi.net ?all,,,,
kuendigung.zip,"pns21.cloudns.net, support.cloudns.net","pns22.cloudns.net, pns23.cloudns.net, pns21.cloudns.net, pns24.cloudns.net",NOERROR,,,,,,,,,,
kun.zip,"derek.ns.cloudflare.com, dns.cloudflare.com","derek.ns.cloudflare.com, rayne.ns.cloudflare.com",NOERROR,"188.114.96.3, 188.114.97.3","2a06:98c1:3120::3, 2a06:98c1:3121::3",True,cloudflare,,,,,,
kurtis.zip,"elinore.ns.cloudflare.com, dns.cloudflare.com","elinore.ns.cloudflare.com, huxley.ns.cloudflare.com",NOERROR,149.28.71.30,,,,,,,,,
kurz.zip,"ns73.domaincontrol.com, dns.jomax.net","ns73.domaincontrol.com, ns74.domaincontrol.com",NOERROR,34.102.136.180,,True,google,,,,,,
kvdl.zip,"ns3.infracom.nl, dom-reg.infracom.nl","ns5.infracom.nl, ns3.infracom.nl",NOERROR,,,,,,,,,,
kwak.zip,"kanye.ns.cloudflare.com, dns.cloudflare.com","kanye.ns.cloudflare.com, malavika.ns.cloudflare.com",NOERROR,159.69.86.30,2a01:4f8:1c1c:5701::1,,,"route2.mx.cloudflare.net, route3.mx.cloudflare.net, route1.mx.cloudflare.net",v=spf1 include:_spf.mx.cloudflare.net ~all,,,,
l.zip,"ns1.vercel-dns.com, hostmaster.nsone.net","ns1.vercel-dns.com, ns2.vercel-dns.com",NOERROR,"76.76.21.61, 76.76.21.142",,,,,google-site-verification=DQ_NySWa0MJeVi1QRQre9XOUsLbtAPuRCH995NexWng,letsencrypt.org,,,
l0l.zip,"cruz.ns.cloudflare.com, dns.cloudflare.com","harley.ns.cloudflare.com, cruz.ns.cloudflare.com",NOERROR,"188.114.97.13, 188.114.96.13, 108.162.192.88, 172.64.32.88, 173.245.58.88, 108.162.195.128, 162.159.44.128, 172.64.35.128","2a06:98c1:3120::d, 2a06:98c1:3121::d, 2606:4700:50::adf5:3a58, 2803:f800:50::6ca2:c058, 2a06:98c1:50::ac40:2058, 2606:4700:58::a29f:2c80, 2803:f800:50::6ca2:c380, 2a06:98c1:50::ac40:2380",True,cloudflare,,,,,,
labresults.zip,"tia.ns.cloudflare.com, dns.cloudflare.com","weston.ns.cloudflare.com, tia.ns.cloudflare.com",NOERROR,"104.21.65.121, 172.67.163.49","2606:4700:3037::6815:4179, 2606:4700:3035::ac43:a331",True,cloudflare,,,,,,
labrysgroup.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com",NOERROR,,,,,,,,,,
labrystech.zip,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a2.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a3.googledomains.com",NOERROR,,,,,,,,,,
lachlan.zip,"ns7999.hostgator.com, root.gator4000.hostgator.com","ns8000.hostgator.com, ns7999.hostgator.com",NOERROR,192.185.16.217,,,,"lachlan-zip.mail.protection.outlook.com, mail.lachlan.zip",v=spf1 include:spf.protection.outlook.com -all,,,,
laika.zip,"ns1.gandi.net, hostmaster.gandi.net","ns-48-c.gandi.net, ns-247-b.gandi.net, ns-248-a.gandi.net",NOERROR,217.70.184.38,,,,"spool.mail.gandi.net, fb.mail.gandi.net",v=spf1 include:_mailcust.gandi.net ?all,,,,
lakecitybank.zip,"ns35.domaincontrol.com, dns.jomax.net","ns36.domaincontrol.com, ns35.domaincontrol.com",NOERROR,"34.102.136.180, 97.74.107.18, 173.201.75.18","2603:5:21b1::12, 2603:5:22b1::12",True,google,,,,,,
lami.zip,"elisabeth.ns.cloudflare.com, dns.cloudflare.com","elisabeth.ns.cloudflare.com, jaziel.ns.cloudflare.com",NOERROR,"172.67.162.85, 104.21.33.117, 108.162.195.55, 162.159.44.55, 172.64.35.55, 108.162.194.224, 162.159.38.224, 172.64.34.224","2606:4700:3033::ac43:a255, 2606:4700:3033::6815:2175, 2606:4700:58::a29f:2c37, 2803:f800:50::6ca2:c337, 2a06:98c1:50::ac40:2337, 2606:4700:50::a29f:26e0, 2803:f800:50::6ca2:c2e0, 2a06:98c1:50::ac40:22e0",True,cloudflare,"route3.mx.cloudflare.net, route1.mx.cloudflare.net, route2.mx.cloudflare.net",v=spf1 include:_spf.mx.cloudflare.net ~all,,,,
lampo.zip,"ns1.dan.com, dns.jomax.net","ns1.dan.com, ns2.dan.com",NOERROR,3.64.163.50,,,,,,,,,
lansweeper.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b1.googledomains.com",NOERROR,,,,,,,,,,
lany.zip,"chin.ns.cloudflare.com, dns.cloudflare.com","chin.ns.cloudflare.com, neil.ns.cloudflare.com",NOERROR,"188.114.96.0, 188.114.97.0","2a06:98c1:3121::, 2a06:98c1:3120::",True,cloudflare,"eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward4.registrar-servers.com, eforward5.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,
lasku.zip,"eric.ns.cloudflare.com, dns.cloudflare.com","mary.ns.cloudflare.com, eric.ns.cloudflare.com",NOERROR,"188.114.97.3, 188.114.96.3","2a06:98c1:3120::3, 2a06:98c1:3121::3",True,cloudflare,"route2.mx.cloudflare.net, route3.mx.cloudflare.net, route1.mx.cloudflare.net",v=spf1 include:_spf.mx.cloudflare.net ~all,,,,
lastrelease.zip,"remy.ns.cloudflare.com, dns.cloudflare.com","remy.ns.cloudflare.com, stella.ns.cloudflare.com",NOERROR,"52.35.167.217, 34.210.225.33, 44.240.178.97, 52.42.158.173",,,,,,,,,
latest-backup.zip,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d3.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d2.googledomains.com",NOERROR,,,,,,,,,,
latest-payslip.zip,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com",NOERROR,,,,,,,,,,
latest-release.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",NOERROR,127.98.97.100,,,,"eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,True,127.98.97.100,
latest-stable.zip,"enterprise.24base.nl, domains.24base.nl","columbia.24base.net, enterprise.24base.nl",NOERROR,,2a02:898:62:f6::5c,,,enterprise.24base.nl,v=spf1 include:_spf.24base.nl ~all,letsencrypt.org,,,
latest-version.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",NOERROR,162.255.119.141,,,,"eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,
latest.zip,"becky.ns.cloudflare.com, dns.cloudflare.com","becky.ns.cloudflare.com, paul.ns.cloudflare.com",NOERROR,54.205.112.168,,,,,,,,,
latestbuild.zip,"ns1.name.com, hostmaster.nsone.net","ns1cny.name.com, ns2fjz.name.com, ns3gmv.name.com, ns4hmp.name.com",NOERROR,91.195.240.94,,,,,,,,,
laur.zip,"anna.ns.cloudflare.com, dns.cloudflare.com","anna.ns.cloudflare.com, dilbert.ns.cloudflare.com",NOERROR,,,,,,,,,,
layoffs.zip,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",NOERROR,,,,,,,,,,
ldlc.zip,"ns1.gandi.net, hostmaster.gandi.net","ns-36-a.gandi.net, ns-212-c.gandi.net, ns-112-b.gandi.net",NOERROR,217.70.184.38,,,,"fb.mail.gandi.net, spool.mail.gandi.net",v=spf1 include:_mailcust.gandi.net ?all,,,,
leaked.zip,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com",NOERROR,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,,
leakedinfo.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns2.registrar-servers.com, dns1.registrar-servers.com",NOERROR,192.64.119.188,,,,"eforward1.registrar-servers.com, eforward5.registrar-servers.com, eforward3.registrar-servers.com, eforward4.registrar-servers.com, eforward2.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,
leakednudes.zip,"carter.ns.cloudflare.com, dns.cloudflare.com","sarah.ns.cloudflare.com, carter.ns.cloudflare.com",NOERROR,"172.67.202.161, 104.21.22.40","2606:4700:3030::ac43:caa1, 2606:4700:3036::6815:1628",True,cloudflare,,google-site-verification=sNmcIGZnqIuBuKZuRvaMkrigCByj1toAfCUXpE27foA,,,,
leakedvideos.zip,"ns1.dns-parking.com, dns.hostinger.com","ns1.dns-parking.com, ns2.dns-parking.com",NOERROR,154.49.247.31,2a02:4780:13:1052:0:63f:9f7:2,,,"mx1.hostinger.com, mx2.hostinger.com",v=spf1 include:_spf.mail.hostinger.com ~all,"sectigo.com, globalsign.com, comodoca.com, letsencrypt.org, digicert.com",,,
leapyear.zip,"ns1.markmonitor.com, hostmaster.markmonitor.com","ns4.markmonitor.com, ns1.markmonitor.com, ns6.markmonitor.com, ns2.markmonitor.com, ns7.markmonitor.com, ns3.markmonitor.com, ns5.markmonitor.com",NOERROR,"99.83.176.46, 149.112.160.1, 176.97.158.1, 149.112.161.1, 176.97.158.2, 149.112.160.2, 176.97.158.3, 149.112.161.2","2620:10a:80a8::1, 2001:67c:10b8::1, 2620:10a:80a9::1, 2001:67c:10b8::2, 2620:10a:80a8::2, 2001:67c:10b8::3, 2620:10a:80a9::2",,,,v=spf1 -all,,,,
learnaffiliatemarketing.zip,"ns8131.hostgator.com, root.gator4066.hostgator.com","ns8132.hostgator.com, ns8131.hostgator.com",NOERROR,"192.185.16.207, 192.185.16.200, 192.185.16.201",,,,mail.learnaffiliatemarketing.zip,v=spf1 a mx include:websitewelcome.com ~all,,,,
learnwith.zip,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",NOERROR,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21","2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,6193994b532aaeb91f3f2f6116b9f2bd44e01ed6,,,,
lebenslauf.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",NOERROR,162.255.119.90,,,,"eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward4.registrar-servers.com, eforward5.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,
leblanc.zip,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d1.googledomains.com",NOERROR,"216.239.32.21, 216.239.38.21, 216.239.34.21, 216.239.36.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,,
ledgerlive.zip,"james.ns.cloudflare.com, dns.cloudflare.com","james.ns.cloudflare.com, ulla.ns.cloudflare.com",NOERROR,,,,,,,,,,
leethax.zip,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e4.googledomains.com",NOERROR,,,,,,,,,,
legaldoc.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",,NOERROR,162.255.119.83,,,,,,,,,
legaldocuments.zip,"evangeline.ns.cloudflare.com, dns.cloudflare.com","evangeline.ns.cloudflare.com, kellen.ns.cloudflare.com",NOERROR,"104.21.14.54, 172.67.157.220","2606:4700:3031::ac43:9ddc, 2606:4700:3032::6815:e36",True,cloudflare,"mx2.simplelogin.co, mx1.simplelogin.co","v=spf1 include:simplelogin.co ~all, sl-verification=qvuvwltkvjlkoevpdytarhftkjsyey",,,,
legalfiles.zip,"ns1.epizy.com, support.legalfiles.zip",,NOERROR,,,,,,,,,,
legitimate.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com",NOERROR,,,,,,,,,,
leland.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com",NOERROR,"216.239.38.21, 216.239.34.21, 216.239.32.21, 216.239.36.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15",,,,,,,,
lemmy.zip,"amanda.ns.cloudflare.com, dns.cloudflare.com","tom.ns.cloudflare.com, amanda.ns.cloudflare.com",NOERROR,"104.21.79.34, 172.67.141.135","2606:4700:3033::6815:4f22, 2606:4700:3037::ac43:8d87",True,cloudflare,,,,,,
lemonparty.zip,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c3.googledomains.com",NOERROR,,,,,,,,,,
lendlease.zip,"udns1.cscdns.net, hostmaster.cscdns.net","udns1.cscdns.net, udns2.cscdns.uk",NOERROR,,,,,,v=spf1 -all,,,,
lenny.zip,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com",NOERROR,"216.239.34.21, 216.239.32.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15",,,,,,,,
lenovo.zip,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c2.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c3.googledomains.com",NOERROR,,,,,,,,,,
leonard.zip,"angela.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"172.67.208.30, 104.21.37.126",,True,cloudflare,,,,,,
leriche.zip,"ns1045.ui-dns.com, hostmaster.1und1.com","ns1045.ui-dns.de, ns1045.ui-dns.biz, ns1045.ui-dns.com, ns1045.ui-dns.org",NOERROR,,,,,leriche-zip.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com -all, ms72715537.msv1.invalid",,,,
letsarchive.zip,"ns1.biglookhosting.co.uk, alerting.hostns.io","ns2.biglookhosting.co.uk, ns1.biglookhosting.co.uk",NOERROR,109.70.148.41,,,,,v=spf1 ip4:109.70.148.41 +a +mx +include:relay.mailchannels.net -all,,,,
lettuce.zip,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",NOERROR,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,,
letu.zip,"curitiba.ns.porkbun.com, dns.cloudflare.com","fortaleza.ns.porkbun.com, salvador.ns.porkbun.com, maceio.ns.porkbun.com, curitiba.ns.porkbun.com",NOERROR,"44.227.65.245, 44.227.76.166, 162.159.11.180, 173.245.58.37, 162.159.8.140","2400:cb00:2049:1::a29f:a96, 2400:cb00:2049:1::a29f:88c",,,,,,,,
letztemahnung.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b1.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b2.googledomains.com",NOERROR,,,,,,,,,,
levy.zip,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c3.googledomains.com",NOERROR,,,,,"alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com",v=spf1 include:_spf.google.com ~all,,,,
lewd.zip,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",NOERROR,82.145.42.203,,,,,,,,,
liberate.zip,"curitiba.ns.porkbun.com, dns.cloudflare.com","maceio.ns.porkbun.com, curitiba.ns.porkbun.com, salvador.ns.porkbun.com, fortaleza.ns.porkbun.com",NOERROR,104.194.9.30,2001:470:1f06:394::2,,,,,,,,
libs.zip,"elisabeth.ns.cloudflare.com, dns.cloudflare.com","glen.ns.cloudflare.com, elisabeth.ns.cloudflare.com",NOERROR,,,,,,,,,,
license-installer.zip,"jobs.ns.cloudflare.com, dns.cloudflare.com","jobs.ns.cloudflare.com, nina.ns.cloudflare.com",NOERROR,"172.67.131.174, 104.21.10.179",,True,cloudflare,,,,,,
lickity.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b4.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b1.googledomains.com",NOERROR,,,,,,,,,,
liem.zip,"john.ns.cloudflare.com, dns.cloudflare.com","john.ns.cloudflare.com, reza.ns.cloudflare.com",NOERROR,,,,,,,,,,
lifescan.zip,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com","ns-cloud-b4.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b1.googledomains.com",NOERROR,,,,,,,,,,
lightroom.zip,"ns1.101domain.com, ADMIN.lightroom.zip","ns2.101domain.com, ns1.101domain.com, ns5.101domain.com",NOERROR,52.60.87.163,,,,,,,,,
ligma.zip,"jeremy.ns.cloudflare.com, dns.cloudflare.com","jule.ns.cloudflare.com, jeremy.ns.cloudflare.com",NOERROR,"108.162.192.175, 172.64.32.175, 173.245.58.175, 108.162.193.180, 172.64.33.180, 173.245.59.180","2606:4700:50::adf5:3aaf, 2803:f800:50::6ca2:c0af, 2a06:98c1:50::ac40:20af, 2606:4700:58::adf5:3bb4, 2803:f800:50::6ca2:c1b4, 2a06:98c1:50::ac40:21b4",,,,,,,,
likea.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",NOERROR,"192.64.119.82, 156.154.132.200, 156.154.133.200","2610:a1:1024::200, 2610:a1:1025::200",,,"eforward3.registrar-servers.com, eforward1.registrar-servers.com, eforward5.registrar-servers.com, eforward2.registrar-servers.com, eforward4.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,
liminal.zip,"dns1.registrar-servers.com, hostmaster.registrar-servers.com","dns1.registrar-servers.com, dns2.registrar-servers.com",NOERROR,192.64.119.114,,,,"eforward1.registrar-servers.com, eforward2.registrar-servers.com, eforward3.registrar-servers.com, eforward4.registrar-servers.com, eforward5.registrar-servers.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,,,,
lineage.zip,"craig.ns.cloudflare.com, dns.cloudflare.com","ivy.ns.cloudflare.com, craig.ns.cloudflare.com",NOERROR,132.145.31.44,,True,oracle,,,,,,
linkit.zip,"curitiba.ns.porkbun.com, dns.cloudflare.com","salvador.ns.porkbun.com, curitiba.ns.porkbun.com, fortaleza.ns.porkbun.com, maceio.ns.porkbun.com",NOERROR,"44.227.76.166, 44.227.65.245",,,,,,,,,
